t_beep,event,type,axis_chosen,onset_time,hold_time,onset_score,dtheta,max_pitch,max_roll
1760006546.997246,BEEP_SLOUCH,normal_slouch,roll,1760006548.474389,1760006549.465045,1.4082645738813737,2.4151737442065553,0.8412805926537512,4.084325337679843
1760006551.497246,BEEP_RECOVER,normal_slouch,fallback,nan,nan,0.0,0.0,0.8650493316645758,6.659900758196187
1760006560.768246,BEEP_SLOUCH,fast_slouch,fallback,nan,nan,0.0,0.0,1.57245066037141,9.461677736575894
1760006565.268246,BEEP_RECOVER,fast_slouch,roll,1760006566.684767,1760006567.691182,1.529733105261609,5.354065868415631,1.7217082182849213,12.033078950722654
1760006576.268246,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.9897966731689927,7.406670332344902
1760006580.768246,BEEP_RECOVER,micro_slouch,roll,1760006582.389366,1760006583.655822,1.6349186531116044,2.803885490086401,1.6661778815043204,11.434410871595475
1760006591.164246,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,42.663701101970254,347.20359213925076
1760006595.664246,BEEP_RECOVER,lateral_left,pitch,1760006597.232312,1760006598.308055,2.0808821772150012,12.485293063290008,45.74042483578161,20.82494960004118
1760006607.191246,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,49.11008918697729,11.881765629450939
1760006611.691246,BEEP_RECOVER,lateral_right,pitch,1760006613.270197,1760006614.397506,2.2979229762083073,13.787537857249845,51.54865099694845,10.357880591362147
1760006666.562246,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,0.845516140349245,7.248222283419267
1760006671.062246,BEEP_RECOVER,normal_slouch,fallback,nan,nan,0.0,0.0,1.522901346416213,8.94530144740338
1760006680.778246,BEEP_SLOUCH,fast_slouch,roll,1760006682.21213,1760006683.050006,1.5460869707034135,5.411304397461947,2.112436947654307,13.838292710253
1760006685.278246,BEEP_RECOVER,fast_slouch,roll,1760006686.758234,1760006688.64373,1.6034039399187512,5.611913789715629,3.1347548294614453,20.581214581109634
1760006696.155246,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,1.366341808351498,6.500137006453258
1760006700.655246,BEEP_RECOVER,micro_slouch,roll+hold_fallback,1760006702.422596,1760006702.822596,1.1222588350464175,3.927905922662461,0.8727354541133243,4.5450040384237695
1760006711.729246,BEEP_SLOUCH,lateral_left,pitch,1760006712.993539,1760006716.015496,1.1640588793811426,6.984353276286856,37.26501300510132,10.51426445017617
1760006716.229246,BEEP_RECOVER,lateral_left,pitch,1760006717.763665,1760006719.354257,2.1313648584104765,12.788189150462859,46.091895978169404,12.190323658400473
1760006725.771246,BEEP_SLOUCH,lateral_right,pitch,1760006726.898208,1760006728.726938,1.1132227521268456,6.679336512761074,48.14175926047348,18.155237120867696
1760006730.271246,BEEP_RECOVER,lateral_right,pitch,1760006731.784199,1760006732.900948,2.2567274970055835,13.540364982033502,54.475670282494065,18.204634998413724
1760006786.159246,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,2.7188682933201687,11.323418577570067
1760006790.659246,BEEP_RECOVER,normal_slouch,roll,1760006792.290411,1760006792.867446,1.8577984956359208,6.502294734725723,3.8043518012035014,14.776469825393548
1760006801.897246,BEEP_SLOUCH,fast_slouch,fallback,nan,nan,0.0,0.0,1.339760891559564,7.177792106674019
1760006806.397246,BEEP_RECOVER,fast_slouch,roll,1760006808.194211,1760006808.867221,1.7622016066153086,6.16770562315358,0.9763630245285455,9.310744050439439
1760006817.337246,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.9788870643758063,4.914304779834225
1760006821.837246,BEEP_RECOVER,micro_slouch,roll,1760006823.390724,1760006824.927114,1.2131668453487643,2.0805811397731304,1.1669242932605837,5.725063208387127
1760006830.731246,BEEP_SLOUCH,lateral_left,pitch,1760006832.128744,1760006834.601382,1.0227720031965875,6.136632019179524,44.77676512258151,8.916111952832892
1760006835.231246,BEEP_RECOVER,lateral_left,pitch,1760006836.794972,1760006837.857366,2.6712304436703564,16.027382662022138,50.57800000691734,10.199438495703049
1760006847.330246,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,45.13267684937561,3.0895604335121902
1760006851.830246,BEEP_RECOVER,lateral_right,pitch,1760006853.280079,1760006854.696333,1.90886478364943,11.453188701896579,48.07556188955485,3.236350779569676
